Registration Date,Quantity Industry Registration,Sales Type,Manufacturer Description,Month
2021-12-20,382,1,JEEP,12
2021-12-20,233,2,HONDA                              ,12
2021-12-20,16,2,CITROEN                            ,12
2021-12-20,1499,1,FIAT                               ,12
2021-12-20,20,2,LAND ROVER                         ,12
2021-12-20,1,2,AUDI                               ,12
2021-12-20,136,1,TOYOTA                             ,12
2021-12-20,173,2,JEEP,12
2021-12-20,565,1,CITROEN                            ,12
2021-12-20,1,2,FERRARI                            ,12
2021-12-20,261,2,RENAULT                            ,12
2021-12-20,37,2,IVECO                              ,12
2021-12-20,395,1,PEUGEOT                            ,12
2021-12-20,13,2,JAC,12
2021-12-20,4,2,MINI,12
2021-12-20,665,2,TOYOTA                             ,12
2021-12-20,457,1,HYUNDAI                            ,12
2021-12-20,8,2,MARCOPOLO,12
2021-12-21,254,1,TOYOTA                             ,12
2021-12-21,537,2,HYUNDAI                            ,12
2021-12-21,4,1,BMW                             ,12
2021-12-21,1,2,FOTON,12
2021-12-21,1,2,TESLA MOTORS,12
2021-12-21,571,2,VOLKSWAGEN                         ,12
2021-12-21,391,1,PEUGEOT                            ,12
2021-12-21,44,1,IVECO                              ,12
2021-12-21,1,2,SUBARU                             ,12
2021-12-21,7,2,LEXUS,12
2021-12-21,5,1,CHERY,12
2021-12-21,567,1,VOLKSWAGEN                         ,12
2021-12-21,4,2,SUZUKI                             ,12
2021-12-21,59,2,IVECO                              ,12
2021-12-21,716,2,FIAT                               ,12
2021-12-21,22,2,PEUGEOT                            ,12
2021-12-21,281,1,HYUNDAI                            ,12
2021-12-21,2,1,MINI,12
2021-12-21,4,2,PORSCHE                            ,12
2021-12-21,178,2,JEEP,12
2021-12-21,218,2,MERCEDES-BENZ                      ,12
2021-12-21,385,1,RENAULT                            ,12
2021-12-21,121,1,CITROEN                            ,12
2021-12-21,8,1,VOLVO                              ,12
2021-12-21,1,2,FERCAR,12
2021-12-21,1,2,ENGESA                             ,12
2021-12-21,148,2,NISSAN                             ,12
2021-12-21,73,2,SCANIA                             ,12
2021-12-21,14,1,AUDI                               ,12
2021-12-21,5,1,DAF,12
2021-12-21,4,2,JAGUAR                             ,12
2021-12-21,1,2,PLYMOUTH,12
2021-12-21,6,2,MINI,12
2021-12-21,62,2,FORD,12
2021-12-21,43,2,DAF,12
2021-12-21,150,2,CHERY,12
2021-12-21,14,2,CITROEN                            ,12
2021-12-21,1,2,TROLLER,12
2021-12-21,885,2,GENERAL MOTORS                     ,12
2021-12-21,3,2,EFFA MOTORS,12
2021-12-21,134,2,VOLVO                              ,12
2021-12-21,46,1,NISSAN                             ,12
2021-12-21,41,1,MERCEDES-BENZ                      ,12
2021-12-21,22,2,LAND ROVER                         ,12
2021-12-21,82,1,FORD,12
2021-12-21,28,2,KIA                                ,12
2021-12-21,51,1,HONDA                              ,12
2021-12-21,68,2,MITSUBISHI                         ,12
2021-12-21,725,2,TOYOTA                             ,12
2021-12-21,408,1,JEEP,12
2021-12-21,3,2,AUDI                               ,12
2021-12-21,28,2,BMW                             ,12
2021-12-21,4,1,SCANIA                             ,12
2021-12-21,2202,1,FIAT                               ,12
2021-12-21,334,2,RENAULT                            ,12
2021-12-21,312,2,HONDA                              ,12
2021-12-21,802,1,GENERAL MOTORS                     ,12
2021-12-21,12,2,MARCOPOLO,12
2021-12-21,34,1,MITSUBISHI                         ,12
2021-12-21,2,1,DODGE                              ,12
2021-12-21,7,2,JAC,12
2021-12-22,91,1,FORD,12
2021-12-22,59,2,FORD,12
2021-12-22,255,2,JEEP,12
2021-12-22,20,1,AUDI                               ,12
2021-12-22,565,2,HYUNDAI                            ,12
2021-12-22,4,2,AUDI                               ,12
2021-12-22,1278,1,VOLKSWAGEN                         ,12
2021-12-22,4,2,PORSCHE                            ,12
2021-12-22,182,2,NISSAN                             ,12
2021-12-22,31,2,LAND ROVER                         ,12
2021-12-22,5,2,OTHERS,12
2021-12-22,2,2,TROLLER,12
2021-12-22,600,2,VOLKSWAGEN                         ,12
2021-12-22,335,2,HONDA                              ,12
2021-12-22,15,2,PEUGEOT                            ,12
2021-12-22,17,1,VOLVO                              ,12
2021-12-22,30,2,KIA                                ,12
2021-12-22,181,2,MERCEDES-BENZ                      ,12
2021-12-22,327,2,RENAULT                            ,12
2021-12-22,941,2,GENERAL MOTORS                     ,12
2021-12-22,11,1,IVECO                              ,12
2021-12-22,2,2,DODGE                              ,12
2021-12-22,25,1,MERCEDES-BENZ                      ,12
2021-12-22,24,2,MARCOPOLO,12
2021-12-22,3,1,DAF,12
2021-12-22,2,1,MINI,12
2021-12-22,20,1,SCANIA                             ,12
2021-12-22,31,2,DAF,12
2021-12-22,134,1,CITROEN                            ,12
2021-12-22,6,2,JAGUAR                             ,12
2021-12-22,1,2,FOTON,12
2021-12-22,49,2,IVECO                              ,12
2021-12-22,585,1,PEUGEOT                            ,12
2021-12-22,18,2,CITROEN                            ,12
2021-12-22,2,1,LAND ROVER                         ,12
2021-12-22,880,2,TOYOTA                             ,12
2021-12-22,455,1,JEEP,12
2021-12-22,47,1,HONDA                              ,12
2021-12-22,174,2,VOLVO                              ,12
2021-12-22,1018,1,GENERAL MOTORS                     ,12
2021-12-22,1000,1,FIAT                               ,12
2021-12-22,416,1,RENAULT                            ,12
2021-12-22,472,1,HYUNDAI                            ,12
2021-12-22,96,2,MITSUBISHI                         ,12
2021-12-22,80,2,SCANIA                             ,12
2021-12-22,2,2,FERCAR,12
2021-12-22,162,1,TOYOTA                             ,12
2021-12-22,9,2,MINI,12
2021-12-22,74,2,BMW                             ,12
2021-12-22,7,2,SUZUKI                             ,12
2021-12-22,143,2,CHERY,12
2021-12-22,4,2,EFFA MOTORS,12
2021-12-22,753,2,FIAT                               ,12
2021-12-22,102,1,NISSAN                             ,12
2021-12-22,18,1,CHERY,12
2021-12-22,1,1,AGRALE                             ,12
2021-12-22,13,1,BMW                             ,12
2021-12-22,22,1,MITSUBISHI                         ,12
2021-12-22,1,2,ROLLS ROYCE                        ,12
2021-12-22,4,2,JAC,12
2021-12-23,176,2,VOLVO                              ,12
2021-12-23,3,2,OTHERS,12
2021-12-23,2,2,FERCAR,12
2021-12-23,585,2,HYUNDAI                            ,12
2021-12-23,1,2,HUMMER,12
2021-12-23,258,1,TOYOTA                             ,12
2021-12-23,46,2,BMW                             ,12
2021-12-23,5,2,DAF,12
2021-12-23,71,2,MITSUBISHI                         ,12
2021-12-23,1,2,CADILLAC                           ,12
2021-12-23,52,2,FORD,12
2021-12-23,879,2,TOYOTA                             ,12
2021-12-23,2139,1,FIAT                               ,12
2021-12-23,79,2,SCANIA                             ,12
2021-12-23,19,2,PEUGEOT                            ,12
2021-12-23,27,2,MARCOPOLO,12
2021-12-23,1094,2,GENERAL MOTORS                     ,12
2021-12-23,817,2,FIAT                               ,12
2021-12-23,340,2,RENAULT                            ,12
2021-12-23,49,1,HONDA                              ,12
2021-12-23,1,1,AGRALE                             ,12
2021-12-23,48,2,IVECO                              ,12
2021-12-23,26,2,LAND ROVER                         ,12
2021-12-23,192,2,CHERY,12
2021-12-23,21,2,CITROEN                            ,12
2021-12-23,2,2,OLDSMOBILE                        ,12
2021-12-23,8,1,SCANIA                             ,12
2021-12-23,1,1,IVECO                              ,12
2021-12-23,18,1,AUDI                               ,12
2021-12-23,633,2,VOLKSWAGEN                         ,12
2021-12-23,40,1,MERCEDES-BENZ                      ,12
2021-12-23,682,1,GENERAL MOTORS                     ,12
2021-12-23,56,1,MITSUBISHI                         ,12
2021-12-23,3,2,PORSCHE                            ,12
2021-12-23,16,2,KIA                                ,12
2021-12-23,261,1,PEUGEOT                            ,12
2021-12-23,503,1,JEEP,12
2021-12-23,172,2,NISSAN                             ,12
2021-12-23,925,1,VOLKSWAGEN                         ,12
2021-12-23,4,2,MINI,12
2021-12-23,286,2,HONDA                              ,12
2021-12-23,213,2,JEEP,12
2021-12-23,1,2,TESLA MOTORS,12
2021-12-23,287,1,CITROEN                            ,12
2021-12-23,72,1,FORD,12
2021-12-23,532,1,RENAULT                            ,12
2021-12-23,268,1,HYUNDAI                            ,12
2021-12-23,1,2,BENTLEY,12
2021-12-23,6,1,VOLVO                              ,12
2021-12-23,4,2,AUDI                               ,12
2021-12-23,5,2,SUZUKI                             ,12
2021-12-23,9,1,CHERY,12
2021-12-23,2,2,LEXUS,12
2021-12-23,8,1,BMW                             ,12
2021-12-23,5,2,JAGUAR                             ,12
2021-12-23,2,2,FOTON,12
2021-12-23,6,2,JAC,12
2021-12-23,92,1,NISSAN                             ,12
2021-12-23,167,2,MERCEDES-BENZ                      ,12
2021-12-24,17,1,GENERAL MOTORS                     ,12
2021-12-24,9,2,HONDA                              ,12
2021-12-24,3,1,FORD,12
2021-12-24,50,2,TOYOTA                             ,12
2021-12-24,15,2,RENAULT                            ,12
2021-12-24,1,2,DAF,12
2021-12-24,3,2,FORD,12
2021-12-24,19,1,FIAT                               ,12
2021-12-24,28,2,HYUNDAI                            ,12
2021-12-24,7,1,RENAULT                            ,12
2021-12-24,1,1,NISSAN                             ,12
2021-12-24,16,1,JEEP,12
2021-12-24,10,2,VOLVO                              ,12
2021-12-24,6,1,TOYOTA                             ,12
2021-12-24,2,2,CHERY,12
2021-12-24,2,2,MERCEDES-BENZ                      ,12
2021-12-24,1,1,AUDI                               ,12
2021-12-24,1,2,MITSUBISHI                         ,12
2021-12-24,37,2,FIAT                               ,12
2021-12-24,2,2,JEEP,12
2021-12-24,3,2,IVECO                              ,12
2021-12-24,2,1,MERCEDES-BENZ                      ,12
2021-12-24,61,2,GENERAL MOTORS                     ,12
2021-12-24,6,1,PEUGEOT                            ,12
2021-12-24,12,2,NISSAN                             ,12
2021-12-24,1,1,CITROEN                            ,12
2021-12-24,1,1,VOLVO                              ,12
2021-12-24,1,1,DAF,12
2021-12-24,19,2,VOLKSWAGEN                         ,12
2021-12-24,2,2,PEUGEOT                            ,12
2021-12-24,3,2,SCANIA                             ,12
2021-12-24,1,2,KIA                                ,12
2021-12-24,741,1,VOLKSWAGEN                         ,12
2021-12-25,1,1,TOYOTA                             ,12
2021-12-25,1,2,MARCOPOLO,12
2021-12-25,1,2,FIAT                               ,12
2021-12-26,1,2,VOLKSWAGEN                         ,12
2021-12-26,1,1,VOLKSWAGEN                         ,12
2021-12-26,3,2,TOYOTA                             ,12
2021-12-26,1,1,AUDI                               ,12
2021-12-26,1,2,RENAULT                            ,12
2021-12-26,1,2,JEEP,12
2021-12-26,1,2,HYUNDAI                            ,12
2021-12-27,450,1,JEEP,12
2021-12-27,11,2,MARCOPOLO,12
2021-12-27,975,1,VOLKSWAGEN                         ,12
2021-12-27,43,1,HONDA                              ,12
2021-12-27,117,2,CHERY,12
2021-12-27,806,2,FIAT                               ,12
2021-12-27,2,2,FOTON,12
2021-12-27,529,1,HYUNDAI                            ,12
2021-12-27,39,2,IVECO                              ,12
2021-12-27,5,2,PORSCHE                            ,12
2021-12-27,5,1,VOLVO                              ,12
2021-12-27,1,2,ENGESA                             ,12
2021-12-27,13,1,AUDI                               ,12
2021-12-27,8,2,MINI,12
2021-12-27,54,1,NISSAN                             ,12
2021-12-27,191,2,JEEP,12
2021-12-27,811,2,GENERAL MOTORS                     ,12
2021-12-27,58,2,MITSUBISHI                         ,12
2021-12-27,2,2,SUZUKI                             ,12
2021-12-27,1,1,LAND ROVER                         ,12
2021-12-27,309,2,RENAULT                            ,12
2021-12-27,503,1,GENERAL MOTORS                     ,12
2021-12-27,26,1,MERCEDES-BENZ                      ,12
2021-12-27,1,1,DAF,12
2021-12-27,2,2,EFFA MOTORS,12
2021-12-27,438,1,RENAULT                            ,12
2021-12-27,495,2,HYUNDAI                            ,12
2021-12-27,19,2,LAND ROVER                         ,12
2021-12-27,128,2,MERCEDES-BENZ                      ,12
2021-12-27,6,1,MITSUBISHI                         ,12
2021-12-27,33,1,IVECO                              ,12
2021-12-27,8,2,JAGUAR                             ,12
2021-12-27,2,2,LEXUS,12
2021-12-27,5,1,BMW                             ,12
2021-12-27,46,2,FORD,12
2021-12-27,139,2,VOLVO                              ,12
2021-12-27,23,2,CITROEN                            ,12
2021-12-27,2,2,AUDI                               ,12
2021-12-27,1,2,LAMBORGHINI,12
2021-12-27,20,2,KIA                                ,12
2021-12-27,793,1,FIAT                               ,12
2021-12-27,110,1,TOYOTA                             ,12
2021-12-27,568,2,VOLKSWAGEN                         ,12
2021-12-27,4,1,SCANIA                             ,12
2021-12-27,1,2,OTHERS,12
2021-12-27,159,2,NISSAN                             ,12
2021-12-27,40,1,PEUGEOT                            ,12
2021-12-27,14,1,CHERY,12
2021-12-27,21,2,PEUGEOT                            ,12
2021-12-27,27,2,DAF,12
2021-12-27,505,1,CITROEN                            ,12
2021-12-27,9,2,JAC,12
2021-12-27,746,2,TOYOTA                             ,12
2021-12-27,1,2,FERCAR,12
2021-12-27,1,1,MINI,12
2021-12-27,260,2,HONDA                              ,12
2021-12-27,2,2,TROLLER,12
2021-12-27,54,2,BMW                             ,12
2021-12-27,51,1,FORD,12
2021-12-27,74,2,SCANIA                             ,12
2021-12-27,3,1,DODGE                              ,12
2021-12-28,249,2,JEEP,12
2021-12-28,282,1,HYUNDAI                            ,12
2021-12-28,1,2,ALFA ROMEO,12
2021-12-28,1,2,BENTLEY,12
2021-12-28,764,1,FIAT                               ,12
2021-12-28,404,2,RENAULT                            ,12
2021-12-28,626,2,HYUNDAI                            ,12
2021-12-28,166,2,CHERY,12
2021-12-28,1,2,PORSCHE                            ,12
2021-12-28,11,2,MARCOPOLO,12
2021-12-28,8,2,JAGUAR                             ,12
2021-12-28,1,1,JAGUAR                             ,12
2021-12-28,4,2,MINI,12
2021-12-28,110,1,FORD,12
2021-12-28,21,2,KIA                                ,12
2021-12-28,59,1,PEUGEOT                            ,12
2021-12-28,2,2,LEXUS,12
2021-12-28,680,1,GENERAL MOTORS                     ,12
2021-12-28,481,1,JEEP,12
2021-12-28,7,1,VOLVO                              ,12
2021-12-28,74,1,MITSUBISHI                         ,12
2021-12-28,38,1,AUDI                               ,12
2021-12-28,58,2,FORD,12
2021-12-28,97,2,SCANIA                             ,12
2021-12-28,46,1,MERCEDES-BENZ                      ,12
